mapa,algoritmo,sucesso,custo,passos,nos_explorados,nos_expandidos,tempo_execucao_s,fronteira_maxima
mapas/labirinto_01.txt,BFS,True,68.0,68,85,84,0.00019610,3
mapas/labirinto_01.txt,DFS,True,68.0,68,169,168,0.00025730,4
mapas/labirinto_01.txt,UCS,True,68.0,68,85,84,0.00014920,3
mapas/labirinto_01.txt,Gulosa,True,68.0,68,69,68,0.00012340,5
mapas/labirinto_01.txt,A*,True,68.0,68,75,74,0.00012550,3
