mapa,algoritmo,sucesso,custo,passos,nos_explorados,nos_expandidos,tempo_execucao_s,fronteira_maxima
mapas/labirinto_03.txt,BFS,True,266.0,266,540,539,0.00098190,7
mapas/labirinto_03.txt,DFS,True,266.0,266,761,760,0.00169850,10
mapas/labirinto_03.txt,UCS,True,266.0,266,540,539,0.00085450,7
mapas/labirinto_03.txt,Gulosa,True,266.0,266,328,327,0.00055160,10
mapas/labirinto_03.txt,A*,True,266.0,266,469,468,0.00080290,6
